user_id department_id embbedding_id
505 13 626
506 13 145
507 29 763
508 14 331
509 14 178
510 13 512
511 0 482
512 21 802
513 32 180
514 8 668
515 4 252
516 1 610
517 1 628
518 32 111
519 21 504
520 19 182
521 2 561
522 4 815
523 4 526
524 9 899
525 13 255
526 4 147
527 10 570
528 23 667
529 13 315
530 13 665
531 3 198
532 19 537
533 32 14
534 4 775
535 9 666
536 14 609
537 6 249
538 9 674
539 3 709
540 14 676
541 21 511
542 4 549
543 4 273
544 4 388
545 11 444
546 32 56
547 10 403
548 6 310
549 14 92
550 14 426
551 14 518
552 20 275
553 2 692
554 2 640
555 13 580
556 4 703
557 3 558
558 13 633
559 25 689
560 29 169
561 31 959
562 4 367
563 4 529
564 17 354
565 13 632
566 13 481
567 4 792
568 4 392
569 13 286
570 13 528
571 19 523
572 4 467
573 13 534
574 4 795
575 0 641
576 4 532
577 25 608
578 25 888
579 16 507
581 3 372
582 14 583
583 2 903
584 4 798
585 4 660
586 19 447
587 19 600
588 11 488
589 21 464
590 11 433
591 21 700
592 16 339
593 5 264
594 33 747
595 14 923
596 21 768
597 21 590
598 2 718
599 17 602
600 4 648
601 33 300
602 13 455
603 1 884
604 20 701
605 1 750
606 19 935
607 31 344
608 13 386
609 12 797
610 6 584
611 4 431
612 34 185
613 6 658
614 22 812
615 32 162
616 6 735
617 16 740
618 15 614
619 6 695
620 4 865
621 0 560
622 19 914
623 4 661
624 24 647
625 19 737
626 4 955
627 14 599
628 7 733
629 1 794
630 18 847
631 17 850
632 7 834
634 19 895
635 19 643
636 19 928
637 17 832
638 35 462
639 17 772
640 15 562
641 21 540
642 6 536
643 34 615
644 23 589
645 1 749
646 20 836
647 6 638
649 13 664
650 1 926
651 24 573
652 8 721
654 34 302
655 4 422
656 0 644
657 16 973
659 6 958
661 13 254
662 15 550
663 14 557
664 4 659
665 30 423
666 13 493
667 14 371
668 0 962
669 21 742
671 27 369
672 13 625
673 21 943
674 13 542
676 16 789
677 24 875
678 14 604
679 27 541
680 0 907
681 0 485
682 0 829
683 20 699
685 19 233
686 6 669
687 15 720
688 4 930
689 4 861
690 14 516
692 0 863
693 33 779
694 4 681
695 21 405
696 1 683
697 1 725
698 20 419
699 13 458
700 13 366
701 28 956
702 4 880
704 10 925
705 4 724
706 4 635
707 13 288
708 15 547
709 15 818
710 14 545
712 0 783
713 14 839
714 4 473
715 14 770
716 27 932
717 22 673
718 19 734
719 7 613
720 13 478
721 11 781
722 11 806
723 9 627
724 12 864
725 10 616
726 29 554
727 4 793
728 20 577
729 13 702
730 21 637
733 9 611
734 1 601
735 16 715
736 25 777
737 26 971
738 20 332
739 13 736
740 18 799
741 7 776
742 21 811
743 1 819
745 6 713
747 14 294
748 21 349
749 4 764
750 18 961
751 5 727
752 33 767
753 10 548
754 13 389
755 19 887
757 10 844
759 29 869
760 16 807
761 7 957
762 19 894
763 31 917
764 1 711
765 13 509
766 2 816
768 15 591
769 25 817
770 15 942
771 35 691
773 35 966
774 19 896
775 1 953
776 5 394
777 9 508
778 14 753
779 14 841
780 14 889
781 0 820
782 6 830
783 21 704
784 26 960
785 11 809
786 21 682
787 31 972
788 22 931
789 4 651
790 4 950
791 4 743
792 22 967
793 21 752
794 16 851
795 10 929
796 16 810
797 1 751
799 14 726
800 14 744
801 4 878
802 4 782
803 19 564
804 13 631
805 13 805
806 18 778
807 26 748
809 20 225
810 24 568
811 3 712
812 30 155
813 4 449
814 0 765
815 19 571
816 12 524
817 4 771
818 14 620
819 16 769
820 5 31
821 22 848
822 4 520
823 13 474
824 0 963
825 9 787
826 19 446
827 13 924
828 35 390
829 4 790
830 13 901
831 29 909
832 19 445
833 13 731
834 6 910
835 4 722
836 4 791
837 6 975
838 16 879
839 0 866
840 4 579
841 7 714
842 15 867
843 4 854
844 4 842
845 19 374
846 1 883
847 10 417
848 3 838
849 19 745
850 4 858
851 0 594
852 1 785
853 7 964
854 16 732
855 14 774
856 13 134
857 0 803
858 9 965
859 30 107
860 12 492
861 5 891
862 2 902
863 19 890
864 26 944
865 19 677
866 20 828
867 20 804
868 7 853
869 7 739
871 0 905
872 1 622
873 14 849
874 4 825
875 29 970
876 28 940
877 14 686
878 11 800
879 17 919
880 19 373
881 9 934
882 19 876
883 12 672
884 19 949
885 9 755
886 30 653
887 9 826
888 30 941
889 35 808
890 9 939
891 35 874
892 35 499
893 13 873
894 9 893
895 10 823
896 35 377
897 10 936
898 20 855
899 19 969
900 12 441
901 19 937
902 4 968
903 0 814
904 1 952
905 1 696
906 21 773
907 0 630
908 5 435
909 4 710
910 4 911
911 14 833
912 13 756
913 13 497
914 12 521
915 11 948
916 1 882
917 5 413
918 5 428
919 10 655
920 21 846
921 19 656
922 13 477
923 9 786
924 18 650
925 10 567
926 17 624
927 17 646
928 19 974
929 16 629
930 17 603
931 17 592
932 33 60
933 16 575
934 32 840
935 15 754
936 4 437
937 15 730
938 4 945
939 6 824
940 4 881
942 6 852
943 7 947
944 21 915
945 9 827
946 21 918
947 7 705
948 6 946
949 20 472
950 33 244
951 13 680
952 14 738
953 11 576
954 32 729
955 5 716
956 13 596
957 13 662
958 14 813
959 4 921
960 6 927
961 4 922
962 9 845
963 17 282
964 11 761
965 4 913
966 27 862
967 13 759
968 14 868
969 14 870
970 5 741
971 30 59
972 14 871
973 13 954
974 5 717
975 9 897
976 10 442
977 17 877
978 12 760
979 21 762
981 10 438
982 19 892
983 10 843
984 32 822
985 7 906
986 20 860
987 20 639
988 20 856
989 8 872
990 19 519
991 30 801
992 4 904
993 19 916
994 19 951
995 6 886
996 13 900
997 11 821
998 13 933
999 14 920
1000 4 746
1001 19 670
1002 1 908
1003 6 912
1004 20 898
